season,week,celebrity_name,judge_score,fan_vote_est,industry,is_elim_rank,is_elim_pct,is_elim_save,save_prob_context
2,2,Jerry Rice,7.666666666666667,4.874309392265193,Athlete,0,0,0,0.5555555555555556
2,2,Lisa Rinna,6.666666666666667,3.997237569060773,Actor/Actress,0,0,0,0.5555555555555556
2,2,Master P,5.333333333333333,3.915745856353591,Singer/Rapper,1,1,1,0.5555555555555556
2,2,Stacy Keibler,9.666666666666666,4.974447513812155,Athlete,0,0,0,0.5555555555555556
2,2,Tatum O'Neal,5.666666666666667,7.888121546961326,Actor/Actress,0,0,0,0.5555555555555556
2,2,Tia Carrere,7.333333333333333,4.733425414364641,Actor/Actress,0,0,0,0.5555555555555556
2,3,Drew Lachey,9.0,4.590654205607477,Singer/Rapper,0,0,0,0.5757575757575757
2,3,George Hamilton,7.333333333333333,4.177570093457944,Actor/Actress,0,0,0,0.5757575757575757
2,3,Giselle Fernandez,7.333333333333333,7.622429906542056,News Anchor,0,0,0,0.5757575757575757
2,3,Jerry Rice,6.333333333333333,3.355140186915888,Athlete,0,0,0,0.5757575757575757
2,3,Lisa Rinna,8.333333333333334,4.095327102803738,Actor/Actress,0,0,0,0.5757575757575757
2,3,Master P,4.666666666666667,2.8130841121495327,Singer/Rapper,1,1,1,0.5757575757575757
2,3,Stacy Keibler,9.0,4.758878504672897,Athlete,0,0,0,0.5757575757575757
2,3,Tia Carrere,8.666666666666666,4.586915887850467,Actor/Actress,0,0,0,0.5757575757575757
2,4,Drew Lachey,9.333333333333334,3.98311345646438,Singer/Rapper,0,0,0,0.5333333333333333
2,4,George Hamilton,7.0,2.92981530343008,Actor/Actress,1,1,1,0.5333333333333333
2,4,Jerry Rice,8.0,3.5356200527704487,Athlete,0,0,0,0.5333333333333333
2,4,Lisa Rinna,8.666666666666666,3.932981530343008,Actor/Actress,0,0,0,0.5333333333333333
2,4,Master P,2.6666666666666665,5.967810026385224,Singer/Rapper,0,0,0,0.5333333333333333
2,4,Stacy Keibler,8.666666666666666,3.86490765171504,Athlete,0,0,0,0.5333333333333333
2,4,Tia Carrere,8.333333333333334,3.785751978891821,Actor/Actress,0,0,0,0.5333333333333333
2,5,Drew Lachey,9.0,3.4177820267686423,Singer/Rapper,0,0,0,0.5106382978723404
2,5,George Hamilton,8.0,3.084130019120459,Actor/Actress,0,0,0,0.5106382978723404
2,5,Jerry Rice,7.666666666666667,2.5640535372848947,Athlete,1,1,1,0.5106382978723404
2,5,Lisa Rinna,8.333333333333334,3.4039196940726577,Actor/Actress,0,0,0,0.5106382978723404
2,5,Stacy Keibler,10.0,3.402485659655832,Athlete,0,0,0,0.5106382978723404
2,5,Tia Carrere,7.333333333333333,5.1276290630975145,Actor/Actress,0,0,0,0.5106382978723404
2,6,Drew Lachey,10.0,3.029482551143201,Singer/Rapper,0,0,0,0.45999999999999996
2,6,George Hamilton,7.666666666666667,4.493983152827918,Actor/Actress,0,0,0,0.45999999999999996
2,6,Jerry Rice,7.666666666666667,2.2509025270758123,Athlete,0,1,1,0.45999999999999996
2,6,Lisa Rinna,9.0,2.2220216606498195,Actor/Actress,1,0,0,0.45999999999999996
2,6,Stacy Keibler,10.0,3.003610108303249,Athlete,0,0,0,0.45999999999999996
2,7,Drew Lachey,9.166666666666666,2.3234567901234566,Singer/Rapper,0,0,0,0.5729166666666666
2,7,Jerry Rice,6.833333333333333,1.794567901234568,Athlete,1,1,1,0.5729166666666666
2,7,Lisa Rinna,8.833333333333334,3.6069135802469137,Actor/Actress,0,0,0,0.5729166666666666
2,7,Stacy Keibler,9.166666666666666,2.2750617283950616,Athlete,0,0,0,0.5729166666666666
3,1,Emmitt Smith,8.0,0.0974200436373556,Athlete,0,0,0,0.6
3,1,Harry Hamlin,5.666666666666667,0.0992946486333852,Actor/Actress,0,0,0,0.6
3,1,Jerry Springer,5.333333333333333,0.1035789350234535,TV Personality,0,0,0,0.6
3,1,Joey Lawrence,7.0,0.0984367185935386,Actor/Actress,0,0,0,0.6
3,1,Mario Lopez,8.666666666666666,0.0948407116312862,Actor/Actress,0,0,0,0.6
3,1,Monique Coleman,6.333333333333333,0.0983821159249002,Actor/Actress,0,0,0,0.6
3,1,Sara Evans,5.0,0.1033957582889331,Singer/Rapper,0,0,0,0.6
3,1,Shanna Moakler,6.0,0.0955600019492745,Model,0,0,1,0.6
3,1,Tucker Carlson,4.0,0.0199358396803376,TV Personality,1,1,0,0.6
3,1,Vivica A. Fox,7.333333333333333,0.0955370947018145,Actor/Actress,0,0,0,0.6
3,1,Willa Ford,7.333333333333333,0.0936181319357206,Singer/Rapper,0,0,0,0.6
3,2,Emmitt Smith,8.0,0.1065012547662385,Athlete,0,0,0,0.5416666666666666
3,2,Harry Hamlin,7.0,0.1147827589488882,Actor/Actress,0,0,0,0.5416666666666666
3,2,Jerry Springer,6.333333333333333,0.1252202100083968,TV Personality,0,0,0,0.5416666666666666
3,2,Joey Lawrence,9.666666666666666,0.0993716026723825,Actor/Actress,0,0,0,0.5416666666666666
3,2,Mario Lopez,7.0,0.1156057587405957,Actor/Actress,0,0,0,0.5416666666666666
3,2,Monique Coleman,8.666666666666666,0.0941289339013138,Actor/Actress,0,0,0,0.5416666666666666
3,2,Sara Evans,7.0,0.1200131925647433,Singer/Rapper,0,0,0,0.5416666666666666
3,2,Shanna Moakler,7.333333333333333,0.0120124417128508,Model,1,1,1,0.5416666666666666
3,2,Vivica A. Fox,8.0,0.1042065832210297,Actor/Actress,0,0,0,0.5416666666666666
3,2,Willa Ford,7.666666666666667,0.1081572634635603,Singer/Rapper,0,0,0,0.5416666666666666
3,3,Emmitt Smith,6.333333333333333,0.135139252446734,Athlete,0,0,0,0.5319148936170213
3,3,Harry Hamlin,7.333333333333333,0.0147523242713571,Actor/Actress,1,1,0,0.5319148936170213
3,3,Jerry Springer,7.0,0.1336733763267844,TV Personality,0,0,0,0.5319148936170213
3,3,Joey Lawrence,7.333333333333333,0.1217415451884148,Actor/Actress,0,0,0,0.5319148936170213
3,3,Mario Lopez,7.333333333333333,0.1273432523894917,Actor/Actress,0,0,0,0.5319148936170213
3,3,Monique Coleman,9.0,0.1209725987642142,Actor/Actress,0,0,0,0.5319148936170213
3,3,Sara Evans,8.333333333333334,0.1171836152020546,Singer/Rapper,0,0,1,0.5319148936170213
3,3,Vivica A. Fox,9.0,0.1076690754585018,Actor/Actress,0,0,0,0.5319148936170213
3,3,Willa Ford,7.333333333333333,0.1215249599524464,Singer/Rapper,0,0,0,0.5319148936170213
3,4,Emmitt Smith,8.0,0.1382956025810123,Athlete,0,0,0,0.5384615384615384
3,4,Jerry Springer,7.333333333333333,0.1535921031960696,TV Personality,0,0,0,0.5384615384615384
3,4,Joey Lawrence,9.0,0.1329027716837536,Actor/Actress,0,0,0,0.5384615384615384
3,4,Mario Lopez,9.666666666666666,0.1292044731615532,Actor/Actress,0,0,0,0.5384615384615384
3,4,Monique Coleman,8.0,0.1418161755270992,Actor/Actress,0,0,0,0.5384615384615384
3,4,Sara Evans,6.666666666666667,0.1639019063945286,Singer/Rapper,0,0,0,0.5384615384615384
3,4,Vivica A. Fox,8.0,0.0180507527267824,Actor/Actress,1,1,1,0.5384615384615384
3,4,Willa Ford,9.333333333333334,0.1222362147292006,Singer/Rapper,0,0,0,0.5384615384615384
3,5,Emmitt Smith,9.0,0.1597615364469889,Athlete,0,0,0,0.5294117647058824
3,5,Jerry Springer,8.0,0.1694967871677358,TV Personality,0,0,0,0.5294117647058824
3,5,Joey Lawrence,8.333333333333334,0.1677923628698279,Actor/Actress,0,0,0,0.5294117647058824
3,5,Mario Lopez,9.0,0.150530570987352,Actor/Actress,0,0,0,0.5294117647058824
3,5,Monique Coleman,9.0,0.1668023511065845,Actor/Actress,0,0,0,0.5294117647058824
3,5,Sara Evans,8.0,0.1653242066066222,Singer/Rapper,1,0,0,0.5294117647058824
3,5,Willa Ford,9.0,0.0202921848148885,Singer/Rapper,0,1,1,0.5294117647058824
3,7,Emmitt Smith,9.5,0.2330938758286513,Athlete,0,0,0,0.5399999999999999
3,7,Jerry Springer,7.666666666666667,0.0490111400186675,TV Personality,1,1,1,0.5399999999999999
3,7,Joey Lawrence,9.5,0.2362777809071319,Actor/Actress,0,0,0,0.5399999999999999
3,7,Mario Lopez,9.333333333333334,0.2421537524107754,Actor/Actress,0,0,0,0.5399999999999999
3,7,Monique Coleman,9.0,0.2394634508347743,Actor/Actress,0,0,0,0.5399999999999999
3,8,Emmitt Smith,9.0,0.3160277394757299,Athlete,0,0,0,0.5181818181818181
3,8,Joey Lawrence,9.0,0.31958286135753,Actor/Actress,0,0,0,0.5181818181818181
3,8,Mario Lopez,9.5,0.3014300275336107,Actor/Actress,0,0,1,0.5181818181818181
3,8,Monique Coleman,8.833333333333334,0.062959371633129,Actor/Actress,1,1,0,0.5181818181818181
4,2,Apolo Anton Ohno,8.666666666666666,0.0906817040739339,Athlete,0,0,0,0.5531914893617021
4,2,Billy Ray Cyrus,7.0,0.099623789558272,Singer/Rapper,0,0,0,0.5531914893617021
4,2,Clyde Drexler,6.0,0.1096366262509142,Athlete,0,0,0,0.5531914893617021
4,2,Heather Mills,8.0,0.0964238101841069,Model,0,0,0,0.5531914893617021
4,2,Ian Ziering,7.333333333333333,0.0975037395194965,Actor/Actress,0,0,0,0.5531914893617021
4,2,Joey Fatone,8.0,0.0925142507224582,Singer/Rapper,0,0,0,0.5531914893617021
4,2,John Ratzenberger,7.0,0.0991165657581809,Actor/Actress,0,0,0,0.5531914893617021
4,2,Laila Ali,9.0,0.1006132251690867,Athlete,0,0,0,0.5531914893617021
4,2,Leeza Gibbons,7.0,0.0986572142272288,TV Personality,0,0,0,0.5531914893617021
4,2,Paulina Porizkova,7.0,0.0105786704415685,Model,1,1,1,0.5531914893617021
4,2,Shandi Finnessey,6.666666666666667,0.1046504040947529,Beauty Pagent,0,0,0,0.5531914893617021
4,3,Apolo Anton Ohno,7.666666666666667,0.1064399583769441,Athlete,0,0,0,0.4878048780487805
4,3,Billy Ray Cyrus,7.0,0.10750963239058,Singer/Rapper,0,0,0,0.4878048780487805
4,3,Clyde Drexler,5.333333333333333,0.1321173358997025,Athlete,0,0,0,0.4878048780487805
4,3,Heather Mills,8.0,0.1020705051960811,Model,0,0,0,0.4878048780487805
4,3,Ian Ziering,8.0,0.1016820999725873,Actor/Actress,0,0,0,0.4878048780487805
4,3,Joey Fatone,8.0,0.103244740261164,Singer/Rapper,0,0,0,0.4878048780487805
4,3,John Ratzenberger,6.666666666666667,0.112791737583894,Actor/Actress,0,0,1,0.4878048780487805
4,3,Laila Ali,7.0,0.1143343055038307,Athlete,0,0,0,0.4878048780487805
4,3,Leeza Gibbons,8.0,0.1084480588082828,TV Personality,0,0,0,0.4878048780487805
4,3,Shandi Finnessey,7.0,0.0113616260069331,Beauty Pagent,1,1,0,0.4878048780487805
4,4,Apolo Anton Ohno,8.666666666666666,0.1119572370956233,Athlete,0,0,0,0.5897435897435898
4,4,Billy Ray Cyrus,7.0,0.1166346185845173,Singer/Rapper,0,0,0,0.5897435897435898
4,4,Clyde Drexler,5.0,0.1421979276812933,Athlete,0,0,0,0.5897435897435898
4,4,Heather Mills,7.666666666666667,0.116175956814272,Model,0,0,1,0.5897435897435898
4,4,Ian Ziering,8.0,0.1188699663937993,Actor/Actress,0,0,0,0.5897435897435898
4,4,Joey Fatone,9.333333333333334,0.1110244566139957,Singer/Rapper,0,0,0,0.5897435897435898
4,4,John Ratzenberger,5.333333333333333,0.1384010510870626,Actor/Actress,0,0,0,0.5897435897435898
4,4,Laila Ali,7.0,0.1217690366865162,Athlete,0,0,0,0.5897435897435898
4,4,Leeza Gibbons,5.333333333333333,0.0229697490429199,TV Personality,1,1,0,0.5897435897435898
4,5,Apolo Anton Ohno,10.0,0.1328748037421345,Athlete,0,0,0,0.6486486486486487
4,5,Billy Ray Cyrus,5.666666666666667,0.149754795753779,Singer/Rapper,0,0,0,0.6486486486486487
4,5,Clyde Drexler,4.333333333333333,0.0339950966294774,Athlete,1,1,1,0.6486486486486487
4,5,Heather Mills,7.0,0.1366463511959796,Model,0,0,0,0.6486486486486487
4,5,Ian Ziering,8.0,0.1333179879680464,Actor/Actress,0,0,0,0.6486486486486487
4,5,Joey Fatone,8.333333333333334,0.1374664682237025,Singer/Rapper,0,0,0,0.6486486486486487
4,5,John Ratzenberger,6.0,0.1425156616828571,Actor/Actress,0,0,0,0.6486486486486487
4,5,Laila Ali,9.333333333333334,0.1334288348040241,Athlete,0,0,0,0.6486486486486487
4,6,Apolo Anton Ohno,9.333333333333334,0.1457951069463778,Athlete,0,0,0,0.47727272727272724
4,6,Billy Ray Cyrus,7.0,0.1825423612071484,Singer/Rapper,0,0,0,0.47727272727272724
4,6,Heather Mills,7.666666666666667,0.0236410463131608,Model,1,1,1,0.47727272727272724
4,6,Ian Ziering,8.0,0.1625300226347343,Actor/Actress,0,0,0,0.47727272727272724
4,6,Joey Fatone,9.0,0.1489065657424218,Singer/Rapper,0,0,0,0.47727272727272724
4,6,John Ratzenberger,6.333333333333333,0.1924945407480126,Actor/Actress,0,0,0,0.47727272727272724
4,6,Laila Ali,9.333333333333334,0.1440903564081438,Athlete,0,0,0,0.47727272727272724
4,7,Apolo Anton Ohno,9.0,0.1905511268780759,Athlete,0,0,0,0.45783132530120485
4,7,Billy Ray Cyrus,6.333333333333333,0.2266478817722709,Singer/Rapper,0,0,1,0.45783132530120485
4,7,Ian Ziering,9.0,0.1902077488573572,Actor/Actress,0,0,0,0.45783132530120485
4,7,Joey Fatone,9.833333333333334,0.1726167156324174,Singer/Rapper,0,0,0,0.45783132530120485
4,7,John Ratzenberger,7.5,0.0363882309214637,Actor/Actress,1,1,0,0.45783132530120485
4,7,Laila Ali,9.833333333333334,0.1835882959384147,Athlete,0,0,0,0.45783132530120485
4,8,Apolo Anton Ohno,9.666666666666666,0.2256738495161886,Athlete,0,0,0,0.5824175824175825
4,8,Billy Ray Cyrus,6.333333333333333,0.0585531693531917,Singer/Rapper,1,1,0,0.5824175824175825
4,8,Ian Ziering,7.833333333333333,0.2399283732242831,Actor/Actress,0,0,0,0.5824175824175825
4,8,Joey Fatone,9.166666666666666,0.2385566298407002,Singer/Rapper,0,0,0,0.5824175824175825
4,8,Laila Ali,8.833333333333334,0.2372879780656361,Athlete,0,0,1,0.5824175824175825
4,9,Apolo Anton Ohno,9.833333333333334,0.3173817665367366,Athlete,0,0,0,0.5084745762711865
4,9,Ian Ziering,9.666666666666666,0.0654066643655083,Actor/Actress,1,1,0,0.5084745762711865
4,9,Joey Fatone,10.0,0.311581905479095,Singer/Rapper,0,0,0,0.5084745762711865
4,9,Laila Ali,10.0,0.3056296636186601,Athlete,0,0,1,0.5084745762711865
5,1,Albert Reed,7.0,0.0880809567920062,Model,0,0,0,0.5428571428571428
5,1,Cameron Mathison,7.0,0.0886856858028941,Actor/Actress,0,0,0,0.5428571428571428
5,1,Floyd Mayweather Jr. ,6.0,0.0933519806734195,Athlete,0,0,0,0.5428571428571428
5,1,Helio Castroneves,8.333333333333334,0.0856068073060712,Racing Driver,0,0,0,0.5428571428571428
5,1,Jane Seymour,8.0,0.0916693126639198,Actor/Actress,0,0,0,0.5428571428571428
5,1,Jennie Garth,7.0,0.0874589645158661,Actor/Actress,0,0,0,0.5428571428571428
5,1,Josie Maran,5.333333333333333,0.0147572845881028,Model,1,1,1,0.5428571428571428
5,1,Marie Osmond,7.0,0.0932389102708311,Singer/Rapper,0,0,0,0.5428571428571428
5,1,Mark Cuban,7.0,0.091480217477698,TV Personality,0,0,0,0.5428571428571428
5,1,Mel B,8.0,0.0857634449487111,Singer/Rapper,0,0,0,0.5428571428571428
5,1,Sabrina Bryan,8.666666666666666,0.091697646780438,Actor/Actress,0,0,0,0.5428571428571428
5,1,Wayne Newton,6.333333333333333,0.088208788180042,Singer/Rapper,0,0,0,0.5428571428571428
5,2,Albert Reed,7.0,0.0099932553128892,Model,1,1,1,0.5531914893617021
5,2,Cameron Mathison,7.0,0.1001931305068599,Actor/Actress,0,0,0,0.5531914893617021
5,2,Floyd Mayweather Jr. ,7.0,0.1013587839811208,Athlete,0,0,0,0.5531914893617021
5,2,Helio Castroneves,9.0,0.0882649846525579,Racing Driver,0,0,0,0.5531914893617021
5,2,Jane Seymour,7.0,0.0991436287402456,Actor/Actress,0,0,0,0.5531914893617021
5,2,Jennie Garth,7.0,0.0998321795224533,Actor/Actress,0,0,0,0.5531914893617021
5,2,Marie Osmond,8.0,0.0885397565061047,Singer/Rapper,0,0,0,0.5531914893617021
5,2,Mark Cuban,6.0,0.112447147492958,TV Personality,0,0,0,0.5531914893617021
5,2,Mel B,7.666666666666667,0.0934695127174417,Singer/Rapper,0,0,0,0.5531914893617021
5,2,Sabrina Bryan,8.666666666666666,0.0868019491824678,Actor/Actress,0,0,0,0.5531914893617021
5,2,Wayne Newton,5.0,0.1199556713849007,Singer/Rapper,0,0,0,0.5531914893617021
5,3,Cameron Mathison,7.666666666666667,0.1104762392273291,Actor/Actress,0,0,0,0.5909090909090909
5,3,Floyd Mayweather Jr. ,7.0,0.113777114317173,Athlete,0,0,0,0.5909090909090909
5,3,Helio Castroneves,8.0,0.1101075452192365,Racing Driver,0,0,0,0.5909090909090909
5,3,Jane Seymour,9.0,0.1074916226983015,Actor/Actress,0,0,0,0.5909090909090909
5,3,Jennie Garth,8.666666666666666,0.1067666572247847,Actor/Actress,0,0,0,0.5909090909090909
5,3,Marie Osmond,8.666666666666666,0.1061814838261574,Singer/Rapper,0,0,1,0.5909090909090909
5,3,Mark Cuban,6.666666666666667,0.1197277252796842,TV Personality,0,0,0,0.5909090909090909
5,3,Mel B,9.0,0.1034001359980581,Singer/Rapper,0,0,0,0.5909090909090909
5,3,Sabrina Bryan,9.0,0.1031305620572245,Actor/Actress,0,0,0,0.5909090909090909
5,3,Wayne Newton,6.0,0.0189409141520507,Singer/Rapper,1,1,0,0.5909090909090909
5,4,Cameron Mathison,9.0,0.1231003987434377,Actor/Actress,0,0,0,0.5306122448979592
5,4,Floyd Mayweather Jr. ,7.666666666666667,0.0165945373980176,Athlete,1,1,0,0.5306122448979592
5,4,Helio Castroneves,9.0,0.1259886926138637,Racing Driver,0,0,0,0.5306122448979592
5,4,Jane Seymour,8.666666666666666,0.1175077527962197,Actor/Actress,0,0,1,0.5306122448979592
5,4,Jennie Garth,9.0,0.1221965108669573,Actor/Actress,0,0,0,0.5306122448979592
5,4,Marie Osmond,8.666666666666666,0.1187748393444669,Singer/Rapper,0,0,0,0.5306122448979592
5,4,Mark Cuban,7.333333333333333,0.1370683246999801,TV Personality,0,0,0,0.5306122448979592
5,4,Mel B,8.666666666666666,0.1233394563198534,Singer/Rapper,0,0,0,0.5306122448979592
5,4,Sabrina Bryan,10.0,0.115429487217203,Actor/Actress,0,0,0,0.5306122448979592
5,5,Cameron Mathison,8.666666666666666,0.1347990506964499,Actor/Actress,0,0,0,0.5531914893617021
5,5,Helio Castroneves,7.666666666666667,0.1441602784399368,Racing Driver,0,0,0,0.5531914893617021
5,5,Jane Seymour,8.666666666666666,0.134174121730712,Actor/Actress,0,0,1,0.5531914893617021
5,5,Jennie Garth,8.333333333333334,0.1402088903199163,Actor/Actress,0,0,0,0.5531914893617021
5,5,Marie Osmond,7.0,0.1558541564764538,Singer/Rapper,0,0,0,0.5531914893617021
5,5,Mark Cuban,7.0,0.0220308868806422,TV Personality,1,1,0,0.5531914893617021
5,5,Mel B,9.666666666666666,0.1335049259900619,Singer/Rapper,0,0,0,0.5531914893617021
5,5,Sabrina Bryan,9.333333333333334,0.1352676894658269,Actor/Actress,0,0,0,0.5531914893617021
5,6,Cameron Mathison,8.333333333333334,0.1591884996119663,Actor/Actress,0,0,0,0.5283018867924528
5,6,Helio Castroneves,9.333333333333334,0.1438750827801508,Racing Driver,0,0,1,0.5283018867924528
5,6,Jane Seymour,7.333333333333333,0.1811911950316748,Actor/Actress,0,0,0,0.5283018867924528
5,6,Jennie Garth,9.0,0.1563409890697092,Actor/Actress,0,0,0,0.5283018867924528
5,6,Marie Osmond,7.666666666666667,0.1773529352666825,Singer/Rapper,0,0,0,0.5283018867924528
5,6,Mel B,10.0,0.1597403812136818,Singer/Rapper,0,0,0,0.5283018867924528
5,6,Sabrina Bryan,8.333333333333334,0.0223109170261345,Actor/Actress,1,1,0,0.5283018867924528
5,7,Cameron Mathison,8.5,0.1990012518893272,Actor/Actress,0,0,1,0.5049504950495048
5,7,Helio Castroneves,8.666666666666666,0.1948673891793439,Racing Driver,0,0,0,0.5049504950495048
5,7,Jane Seymour,8.333333333333334,0.0275513104861242,Actor/Actress,1,1,0,0.5049504950495048
5,7,Jennie Garth,8.833333333333334,0.1907819547607896,Actor/Actress,0,0,0,0.5049504950495048
5,7,Marie Osmond,8.666666666666666,0.1998264658322483,Singer/Rapper,0,0,0,0.5049504950495048
5,7,Mel B,9.0,0.1879716278521666,Singer/Rapper,0,0,0,0.5049504950495048
5,8,Cameron Mathison,8.5,0.0416325454445451,Actor/Actress,1,1,1,0.495049504950495
5,8,Helio Castroneves,9.5,0.2188208144223715,Racing Driver,0,0,0,0.495049504950495
5,8,Jennie Garth,8.333333333333334,0.2490653075054318,Actor/Actress,0,0,0,0.495049504950495
5,8,Marie Osmond,8.166666666666666,0.2588277408612299,Singer/Rapper,0,0,0,0.495049504950495
5,8,Mel B,9.333333333333334,0.231653591766422,Singer/Rapper,0,0,0,0.495049504950495
5,9,Helio Castroneves,10.0,0.3098552809654932,Racing Driver,0,0,0,0.4912280701754386
5,9,Jennie Garth,9.666666666666666,0.0621830787194527,Actor/Actress,1,1,1,0.4912280701754386
5,9,Marie Osmond,9.333333333333334,0.3276672274549276,Singer/Rapper,0,0,0,0.4912280701754386
5,9,Mel B,10.0,0.3002944128601261,Singer/Rapper,0,0,0,0.4912280701754386
6,2,Adam Carolla,6.333333333333333,0.0929318904558399,Radio Personality,0,0,0,0.53125
6,2,Cristian de la Fuente,6.666666666666667,0.08858479629084,Actor/Actress,0,0,0,0.53125
6,2,Jason Taylor,9.0,0.0853927497092146,Athlete,0,0,0,0.53125
6,2,Kristi Yamaguchi,9.0,0.0864978597028772,Athlete,0,0,0,0.53125
6,2,Mario,8.666666666666666,0.0895194211483922,Singer/Rapper,0,0,0,0.53125
6,2,Marissa Jaret Winokur,7.0,0.0851488996470748,Actor/Actress,0,0,0,0.53125
6,2,Marlee Matlin,8.0,0.0855709655286148,Actor/Actress,0,0,0,0.53125
6,2,Monica Seles,5.0,0.0526239818358042,Athlete,1,1,0,0.53125
6,2,Penn Jillette,5.666666666666667,0.0605102203121241,Magician,0,0,1,0.53125
6,2,Priscilla Presley,7.0,0.0889669059816763,Actor/Actress,0,0,0,0.53125
6,2,Shannon Elizabeth,8.0,0.0848274705040161,Actor/Actress,0,0,0,0.53125
6,2,Steve Guttenberg,5.333333333333333,0.0994248388835245,Actor/Actress,0,0,0,0.53125
6,3,Adam Carolla,7.0,0.1125017013512392,Radio Personality,0,0,0,0.5333333333333333
6,3,Cristian de la Fuente,8.333333333333334,0.1068770805040529,Actor/Actress,0,0,0,0.5333333333333333
6,3,Jason Taylor,7.666666666666667,0.109108842178398,Athlete,0,0,0,0.5333333333333333
6,3,Kristi Yamaguchi,9.0,0.0998558776762358,Athlete,0,0,0,0.5333333333333333
6,3,Mario,7.0,0.1163610469955361,Singer/Rapper,0,0,0,0.5333333333333333
6,3,Marissa Jaret Winokur,6.333333333333333,0.1195216122875782,Actor/Actress,0,0,0,0.5333333333333333
6,3,Marlee Matlin,7.0,0.1115614023427179,Actor/Actress,0,0,0,0.5333333333333333
6,3,Priscilla Presley,8.666666666666666,0.1053206806367943,Actor/Actress,0,0,0,0.5333333333333333
6,3,Shannon Elizabeth,8.0,0.1061958966061613,Actor/Actress,0,0,0,0.5333333333333333
6,3,Steve Guttenberg,7.0,0.0126958594212859,Actor/Actress,1,1,1,0.5333333333333333
6,4,Adam Carolla,6.333333333333333,0.0217851665880945,Radio Personality,1,1,0,0.5777777777777777
6,4,Cristian de la Fuente,8.666666666666666,0.1149454100404872,Actor/Actress,0,0,1,0.5777777777777777
6,4,Jason Taylor,9.666666666666666,0.1203622261504074,Athlete,0,0,0,0.5777777777777777
6,4,Kristi Yamaguchi,9.666666666666666,0.1185608006122476,Athlete,0,0,0,0.5777777777777777
6,4,Mario,8.0,0.1256860707366534,Singer/Rapper,0,0,0,0.5777777777777777
6,4,Marissa Jaret Winokur,8.0,0.1224357164279252,Actor/Actress,0,0,0,0.5777777777777777
6,4,Marlee Matlin,8.0,0.1250452876220086,Actor/Actress,0,0,0,0.5777777777777777
6,4,Priscilla Presley,7.333333333333333,0.1300602624976638,Actor/Actress,0,0,0,0.5777777777777777
6,4,Shannon Elizabeth,9.333333333333334,0.1211190593245123,Actor/Actress,0,0,0,0.5777777777777777
6,5,Cristian de la Fuente,7.666666666666667,0.1430090942915298,Actor/Actress,0,0,0,0.5333333333333333
