season,week,celebrity_name,results,placement,celebrity_industry,ballroom_partner,celebrity_age_during_season,score,elim_week,is_withdrew,industry_encoded,judge_score_share,weekly_rank,gender,est_fan_vote,certainty
2,1,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,7.666666666666667,3,0,3,0.11794871794871796,2.0,,5.3656884875846504,0.4686728229282051
2,1,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,7.0,99,0,1,0.1076923076923077,5.0,,5.4401805869074495,0.496688108143447
2,1,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,4.333333333333333,1,0,4,0.06666666666666667,9.0,,8.878103837471784,0.8702218490536523
2,1,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,6.333333333333333,7,0,2,0.09743589743589744,7.0,,5.048908954100828,0.4757954095351977
2,1,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,4.0,4,0,2,0.06153846153846154,10.0,,4.382242287434161,0.4707172000765486
2,1,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,7.333333333333333,99,0,1,0.11282051282051282,4.0,,5.327313769751693,0.4755643071803113
2,1,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,7.666666666666667,2,0,2,0.11794871794871796,2.0,,5.417607223476298,0.4783668768836693
2,1,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,6.666666666666667,5,0,2,0.10256410256410257,6.0,,5.332580887885628,0.4934818310863267
2,2,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,9.0,99,0,2,0.135,2.0,,4.844618674269423,0.4706436745299041
2,2,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,7.333333333333333,6,0,2,0.11000000000000001,5.0,,4.690662865288667,0.47967139377938783
2,2,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,8.0,3,0,3,0.12000000000000002,3.0,,4.94511760513186,0.47564126956572383
2,2,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,7.666666666666667,99,0,1,0.11500000000000002,4.0,,4.915894511760513,0.4958390186921271
2,2,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,2,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,6.666666666666667,7,0,2,0.10000000000000002,7.0,,4.022808267997149,0.49543420658262816
2,2,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,5.333333333333333,4,0,2,0.08,9.0,,3.9444048467569495,0.481669870248032
2,2,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,9.666666666666666,99,0,1,0.14500000000000002,1.0,,4.933713471133286,0.485869365414644
2,2,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,5.666666666666667,2,0,2,0.08500000000000002,8.0,,7.951532430506059,0.8644678272037912
2,2,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,7.333333333333333,5,0,2,0.11000000000000001,5.0,,4.751247327156094,0.49699789744585476
2,3,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,9.0,99,0,2,0.14835164835164835,1.0,,4.632352941176471,0.5179936648753183
2,3,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,7.333333333333333,6,0,2,0.12087912087912088,5.0,,4.0036764705882355,0.511067659877237
2,3,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,7.333333333333333,3,0,3,0.12087912087912088,5.0,,7.6286764705882355,0.9237362991681591
2,3,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,6.333333333333333,99,0,1,0.1043956043956044,7.0,,3.4816176470588234,0.5238987351888078
2,3,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,3,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,8.333333333333334,7,0,2,0.13736263736263737,4.0,,4.259191176470588,0.5555010073413409
2,3,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,4.666666666666667,4,0,2,0.07692307692307693,8.0,,2.8198529411764706,0.5393051355389842
2,3,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,9.0,99,0,1,0.14835164835164835,1.0,,4.663602941176471,0.5214121780524217
2,3,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,3,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,8.666666666666666,5,0,2,0.14285714285714285,3.0,,4.511029411764706,0.5269802860640324
2,4,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,9.333333333333334,99,0,2,0.17721518987341775,1.0,,3.9626119010005265,0.5018320372071408
2,4,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,7.0,6,0,2,0.1329113924050633,6.0,,2.9605055292259084,0.4967945130092005
2,4,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,4,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,8.0,99,0,1,0.1518987341772152,5.0,,3.592943654555029,0.4986971955159367
2,4,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,4,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,8.666666666666666,7,0,2,0.16455696202531644,2.0,,3.9483938915218535,0.49488439570509
2,4,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,2.6666666666666665,4,0,2,0.05063291139240506,7.0,,5.898894154818326,0.818042891345524
2,4,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,8.666666666666666,99,0,1,0.16455696202531644,2.0,,3.887309110057925,0.4909401816465141
2,4,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,4,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,8.333333333333334,5,0,2,0.15822784810126583,4.0,,3.7493417588204316,0.5016335113057331
2,5,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,9.0,99,0,2,0.17880794701986755,2.0,,3.4475728155339804,0.5055105607355239
2,5,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,8.0,6,0,2,0.15894039735099336,4.0,,3.0432038834951456,0.49593376271102796
2,5,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,5,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,7.666666666666667,99,0,1,0.152317880794702,5.0,,2.521359223300971,0.5189216787611577
2,5,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,5,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,8.333333333333334,7,0,2,0.16556291390728478,3.0,,3.400485436893204,0.5195527645056024
2,5,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,5,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,10.0,99,0,1,0.1986754966887417,1.0,,3.5067961165048542,0.5263179121394073
2,5,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,5,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,7.333333333333333,5,0,2,0.1456953642384106,6.0,,5.080582524271844,0.8171428254052847
2,6,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,10.0,99,0,2,0.22556390977443608,1.0,,3.042900302114804,0.5493530516108744
2,6,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,7.666666666666667,6,0,2,0.17293233082706766,4.0,,4.487009063444109,0.8552644127749464
2,6,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,6,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,7.666666666666667,99,0,1,0.17293233082706766,4.0,,2.199395770392749,0.5469307934741601
2,6,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,6,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,9.0,7,0,2,0.20300751879699247,3.0,,2.2283987915407857,0.5601783324334173
2,6,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,6,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,10.0,99,0,1,0.22556390977443608,1.0,,3.0422960725075527,0.5535576391214276
2,6,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,6,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,,5,0,2,,,,,
2,7,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,9.166666666666666,99,0,2,0.2696078431372549,1.0,,2.3069212410501194,0.5467228523641834
2,7,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,,6,0,2,,,,,
2,7,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,7,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,6.833333333333333,99,0,1,0.20098039215686272,4.0,,1.8071599045346063,0.6044732370631825
2,7,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,7,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,8.833333333333334,7,0,2,0.25980392156862747,3.0,,3.610978520286396,0.8686254258429119
2,7,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,7,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,9.166666666666666,99,0,1,0.2696078431372549,1.0,,2.2749403341288783,0.5385984568280303
2,7,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,7,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,,5,0,2,,,,,
2,8,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,9.6666,99,0,2,0.3438729131809768,1.0,,,
2,8,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,,6,0,2,,,,,
2,8,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,8,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,8.888866666666667,99,0,1,0.3162063678588072,3.0,,,
2,8,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,8,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,,7,0,2,,,,,
2,8,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,8,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,9.5555,99,0,1,0.339920718960216,2.0,,,
2,8,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,8,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,,5,0,2,,,,,
2,9,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,,99,0,2,,,,,
2,9,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,,6,0,2,,,,,
2,9,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,9,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,,99,0,1,,,,,
2,9,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,9,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,,7,0,2,,,,,
2,9,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,9,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,,99,0,1,,,,,
2,9,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,9,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,,5,0,2,,,,,
2,10,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,,99,0,2,,,,,
2,10,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,,6,0,2,,,,,
2,10,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,10,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,,99,0,1,,,,,
2,10,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,10,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,,7,0,2,,,,,
2,10,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,10,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,,99,0,1,,,,,
2,10,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,10,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,,5,0,2,,,,,
2,11,Drew Lachey,1st Place,1,Singer/Rapper,Cheryl Burke,29,,99,0,2,,,,,
2,11,George Hamilton,Eliminated Week 6,5,Actor/Actress,Edyta Sliwinska,66,,6,0,2,,,,,
2,11,Giselle Fernandez,Eliminated Week 3,8,News Anchor,Jonathan Roberts,44,,3,0,3,,,,,
2,11,Jerry Rice,2nd Place,2,Athlete,Anna Trebunskaya,43,,99,0,1,,,,,
2,11,Kenny Mayne,Eliminated Week 1,10,Sports Broadcaster,Andrea Hale,46,,1,0,4,,,,,
2,11,Lisa Rinna,Eliminated Week 7,4,Actor/Actress,Louis van Amstel,42,,7,0,2,,,,,
2,11,Master P,Eliminated Week 4,7,Singer/Rapper,Ashly DelGrosso,35,,4,0,2,,,,,
2,11,Stacy Keibler,3rd Place,3,Athlete,Tony Dovolani,26,,99,0,1,,,,,
2,11,Tatum O'Neal,Eliminated Week 2,9,Actor/Actress,Nick Kosovich,42,,2,0,2,,,,,
2,11,Tia Carrere,Eliminated Week 5,6,Actor/Actress,Maksim Chmerkoskiy,39,,5,0,2,,,,,
3,1,Emmitt Smith,1st Place,1,Athlete,Cheryl Burke,37,8.0,99,0,1,0.11320754716981131,2.0,,0.10005822495396502,0.5350881608578495
3,1,Harry Hamlin,Eliminated Week 3,9,Actor/Actress,Ashly DelGrosso,54,5.666666666666667,3,0,2,0.08018867924528301,8.0,,0.0987986147422959,0.5707372522458773
3,1,Jerry Springer,Eliminated Week 7,5,TV Personality,Kym Johnson,62,5.333333333333333,7,0,3,0.07547169811320754,9.0,,0.10173948408684973,0.5628897815457324
3,1,Joey Lawrence,3rd Place,3,Actor/Actress,Edyta Sliwinska,30,7.0,99,0,2,0.0990566037735849,5.0,,0.09728793917360384,0.5636738046113869
3,1,Mario Lopez,2nd Place,2,Actor/Actress,Karina Smirnoff,32,8.666666666666666,99,0,2,0.12264150943396225,1.0,,0.09232898244296162,0.569015203689563
3,1,Monique Coleman,Eliminated Week 8,4,Actor/Actress,Louis van Amstel,25,6.333333333333333,8,0,2,0.08962264150943396,6.0,,0.09444201393415246,0.5768879550849161
3,1,Sara Evans,Withdrew,6,Singer/Rapper,Tony Dovolani,35,5.0,99,1,2,0.07075471698113207,10.0,,0.10554232399343437,0.5932727060362806
3,1,Shanna Moakler,Eliminated Week 2,10,Model,Jesse DeSoto,31,6.0,2,0,2,0.08490566037735849,7.0,,0.097098641543378,0.5592952538007472
3,1,Tucker Carlson,Eliminated Week 1,11,TV Personality,Elena Grinenko,37,4.0,1,0,3,0.056603773584905655,11.0,,0.019888783407111903,0.8780038559370177
3,1,Vivica A. Fox,Eliminated Week 4,8,Actor/Actress,Nick Kosovich,42,7.333333333333333,4,0,2,0.10377358490566037,3.0,,0.09600131831384824,0.5533706338011393
3,1,Willa Ford,Eliminated Week 5,7,Singer/Rapper,Maksim Chmerkoskiy,25,7.333333333333333,5,0,2,0.10377358490566037,3.0,,0.09681367340839957,0.5528377616958908
3,2,Emmitt Smith,1st Place,1,Athlete,Cheryl Burke,37,8.0,99,0,1,0.10434782608695652,3.0,,0.09912183570968273,0.5655318520419661
3,2,Harry Hamlin,Eliminated Week 3,9,Actor/Actress,Ashly DelGrosso,54,7.0,3,0,2,0.09130434782608696,7.0,,0.11605972124814065,0.5667035129648464
3,2,Jerry Springer,Eliminated Week 7,5,TV Personality,Kym Johnson,62,6.333333333333333,7,0,3,0.08260869565217391,10.0,,0.12941815312948893,0.5933812046185853
3,2,Joey Lawrence,3rd Place,3,Actor/Actress,Edyta Sliwinska,30,9.666666666666666,99,0,2,0.12608695652173912,1.0,,0.1022125913551877,0.5392758294281417
3,2,Mario Lopez,2nd Place,2,Actor/Actress,Karina Smirnoff,32,7.0,99,0,2,0.09130434782608696,7.0,,0.1178914600146218,0.5972096218618022
3,2,Monique Coleman,Eliminated Week 8,4,Actor/Actress,Louis van Amstel,25,8.666666666666666,8,0,2,0.11304347826086955,2.0,,0.09740995853175295,0.5501973875278772
3,2,Sara Evans,Withdrew,6,Singer/Rapper,Tony Dovolani,35,7.0,99,1,2,0.09130434782608696,7.0,,0.11815328291013988,0.5742232766074702
3,2,Shanna Moakler,Eliminated Week 2,10,Model,Jesse DeSoto,31,7.333333333333333,2,0,2,0.09565217391304347,6.0,,0.011687386318571259,0.9115719889059397
3,2,Tucker Carlson,Eliminated Week 1,11,TV Personality,Elena Grinenko,37,,1,0,3,,,,,
3,2,Vivica A. Fox,Eliminated Week 4,8,Actor/Actress,Nick Kosovich,42,8.0,4,0,2,0.10434782608695652,3.0,,0.10390293787447165,0.5662202974715156
3,2,Willa Ford,Eliminated Week 5,7,Singer/Rapper,Maksim Chmerkoskiy,25,7.666666666666667,5,0,2,0.09999999999999999,5.0,,0.1041426729079422,0.5753164957911228
3,3,Emmitt Smith,1st Place,1,Athlete,Cheryl Burke,37,6.333333333333333,99,0,1,0.09178743961352656,9.0,,0.13952566866641883,0.599117018216057
3,3,Harry Hamlin,Eliminated Week 3,9,Actor/Actress,Ashly DelGrosso,54,7.333333333333333,3,0,2,0.10628019323671498,4.0,,0.015549129298116865,0.8888400095964231
